date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-05-27,603633,徕木股份,8.79,8.43,10.01,447.8,12.15,8.38,-0.001
2026-05-27,605066,天正电气,8.01,7.65,10.03,336.15,8.5,6.52,-0.103
2026-05-27,000892,欢瑞世纪,4.5,4.45,10.02,270.95,8.74,7.04,-0.42
