date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-05-08,000678,襄阳轴承,13.49,12.85,10.03,770.88,12.68,11.16,-0.102
2026-05-08,603331,百达精工,15.43,14.97,6.19,332.01,10.7,7.05,-0.246
2026-05-08,002918,蒙娜丽莎,11.57,11.05,9.98,168.1,7.13,5.74,-0.35
2026-05-08,603758,秦安股份,13.44,12.87,9.98,157.16,2.75,7.87,-0.163
