date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-05-08,002030,达安基因,6.64,9.93,518.34,5.68,4.48,0.533,76.19,107.05,9.39,138.79,7.78
2026-05-08,002642,荣联科技,9.08,10.06,476.27,8.08,3.05,0.818,73.26,105.2,10.52,145.88,10.06
2026-05-08,603012,创力集团,9.55,10.02,465.02,7.8,3.32,0.778,73.54,68.12,7.59,125.85,10.83
2026-05-08,603028,赛福天,9.63,10.06,197.69,7.52,3.16,0.753,73.16,109.96,8.79,138.77,10.97
