date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-05-18,600909,华安证券,6.28,9.98,1937.55,6.16,3.19,0.492,74.63,82.33,6.3,136.7,3.15
2026-05-18,000685,中山公用,12.18,10.03,1047.72,6.91,4.09,0.488,59.85,61.21,5.82,109.46,3.79
2026-05-18,002590,万安科技,13.35,6.12,364.5,5.56,2.54,0.366,61.5,84.88,4.8,110.26,8.43
2026-05-18,600847,万里股份,16.9,10.03,205.2,8.39,2.65,1.227,88.06,101.07,9.68,142.62,13.48
