date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-04-30,000783,长江证券,7.99,10.06,2354.63,5.36,6.2,0.698,75.89,89.84,8.53,128.62,2.62
2026-04-30,000567,海德股份,6.67,10.07,1018.63,8.01,7.73,1.347,85.45,106.51,15.04,136.18,7.92
2026-04-30,002068,黑猫股份,9.51,6.14,392.49,5.67,2.78,0.517,78.95,90.62,7.19,128.74,7.59
2026-04-30,000042,中洲控股,9.63,8.57,348.69,5.49,7.79,0.437,79.87,65.85,6.48,134.02,7.67
