代码,名称,调整天数,单阳日,现价,筛选时间,类型
000802,北京文化,5,2026-05-13,5.16,2026-05-22 11:23:01,中势型
600589,大位科技,5,2026-05-13,13.38,2026-05-22 11:23:01,中势型
601727,上海电气,5,2026-05-13,9.07,2026-05-22 11:23:01,中势型
002243,力合科创,5,2026-05-13,8.93,2026-05-22 11:23:01,中势型
002861,瀛通通讯,5,2026-05-13,19.05,2026-05-22 11:23:01,中势型
600667,太极实业,5,2026-05-13,13.69,2026-05-22 11:23:01,中势型
601609,金田股份,4,2026-05-14,14.4,2026-05-22 11:23:01,中势型
603310,巍华新材,3,2026-05-15,17.56,2026-05-22 11:23:01,强势型
002164,宁波东力,3,2026-05-15,14.59,2026-05-22 11:23:01,强势型
002629,仁智股份,3,2026-05-13,7.66,2026-05-22 11:23:01,强势型
603779,威龙股份,1,2026-05-19,13.2,2026-05-22 11:23:01,强势型
600888,新疆众和,1,2026-05-19,9.23,2026-05-22 11:23:01,强势型
