代码,名称,调整天数,单阳日,现价,筛选时间,类型
002348,高乐股份,5,2026-02-27,8.23,2026-03-08 08:54:59,中势型
600644,乐山电力,5,2026-02-27,13.25,2026-03-08 08:54:59,中势型
603269,海鸥股份,5,2026-02-27,16.94,2026-03-08 08:54:59,中势型
002468,申通快递,5,2026-02-27,13.72,2026-03-08 08:54:59,中势型
603070,万控智造,5,2026-02-27,16.68,2026-03-08 08:54:59,中势型
600233,圆通速递,5,2026-02-27,19.39,2026-03-08 08:54:59,中势型
000600,建投能源,5,2026-02-27,9.58,2026-03-08 08:54:59,中势型
601952,苏垦农发,4,2026-03-02,10.04,2026-03-08 08:54:59,中势型
000791,甘肃能源,4,2026-03-02,8.5,2026-03-08 08:54:59,中势型
002832,比音勒芬,4,2026-03-02,16.54,2026-03-08 08:54:59,中势型
000533,顺钠股份,2,2026-03-04,14.88,2026-03-08 08:54:59,强势型
605268,王力安防,2,2026-03-04,13.94,2026-03-08 08:54:59,强势型
600775,南京熊猫,1,2026-03-05,14.85,2026-03-08 08:54:59,强势型
600516,方大炭素,1,2026-03-05,6.73,2026-03-08 08:54:59,强势型
002456,欧菲光,1,2026-03-05,9.54,2026-03-08 08:54:59,强势型
600590,泰豪科技,1,2026-03-05,16.18,2026-03-08 08:54:59,强势型
000703,恒逸石化,1,2026-03-05,12.95,2026-03-08 08:54:59,强势型
002606,大连电瓷,1,2026-03-05,13.94,2026-03-08 08:54:59,强势型
603237,五芳斋,1,2026-03-05,17.39,2026-03-08 08:54:59,强势型
000815,美利云,1,2026-03-05,16.31,2026-03-08 08:54:59,强势型
002559,亚威股份,1,2026-03-05,10.18,2026-03-08 08:54:59,强势型
600550,保变电气,1,2026-03-05,18.71,2026-03-08 08:54:59,强势型
