代码,名称,调整天数,单阳日,现价,筛选时间,类型
600063,皖维高新,5,2026-04-07,7.35,2026-04-16 09:55:36,中势型
000505,京粮控股,5,2026-04-07,6.85,2026-04-16 09:55:36,中势型
600623,华谊集团,5,2026-04-07,9.96,2026-04-16 09:55:36,中势型
002319,乐通股份,5,2026-04-07,11.54,2026-04-16 09:55:36,中势型
002666,德联集团,5,2026-04-07,5.46,2026-04-16 09:55:36,中势型
002245,蔚蓝锂芯,5,2026-04-07,19.62,2026-04-16 09:55:36,中势型
002386,天原股份,5,2026-04-07,6.38,2026-04-16 09:55:36,中势型
605399,晨光新材,5,2026-04-07,15.08,2026-04-16 09:55:36,中势型
002556,辉隆股份,5,2026-04-07,6.11,2026-04-16 09:55:36,中势型
002165,红 宝 丽,5,2026-04-07,9.89,2026-04-16 09:55:36,中势型
000995,皇台酒业,5,2026-04-07,13.67,2026-04-16 09:55:36,中势型
000695,滨海能源,5,2026-04-07,14.39,2026-04-16 09:55:36,中势型
600444,国机通用,5,2026-04-07,17.87,2026-04-16 09:55:36,中势型
600299,安迪苏,5,2026-04-07,15.17,2026-04-16 09:55:36,中势型
002576,通达动力,5,2026-04-07,19.02,2026-04-16 09:55:36,中势型
002234,民和股份,5,2026-04-07,8.68,2026-04-16 09:55:36,中势型
002136,安 纳 达,5,2026-04-07,12.69,2026-04-16 09:55:36,中势型
600110,诺德股份,5,2026-04-07,10.37,2026-04-16 09:55:36,中势型
600610,中毅达,5,2026-04-07,9.22,2026-04-16 09:55:36,中势型
603113,金能科技,5,2026-04-07,7.53,2026-04-16 09:55:36,中势型
002476,宝莫股份,5,2026-04-07,6.12,2026-04-16 09:55:36,中势型
002702,海欣食品,5,2026-04-07,5.63,2026-04-16 09:55:36,中势型
603477,巨星农牧,5,2026-04-07,18.74,2026-04-16 09:55:36,中势型
601226,华电科工,4,2026-04-08,9.27,2026-04-16 09:55:36,中势型
603887,城地香江,4,2026-04-08,16.4,2026-04-16 09:55:36,中势型
002225,濮耐股份,4,2026-04-08,5.66,2026-04-16 09:55:36,中势型
600748,上实发展,4,2026-04-08,5.28,2026-04-16 09:55:36,中势型
000555,神州信息,4,2026-04-08,15.36,2026-04-16 09:55:36,中势型
600120,浙江东方,4,2026-04-08,5.68,2026-04-16 09:55:36,中势型
000630,铜陵有色,4,2026-04-08,6.34,2026-04-16 09:55:36,中势型
002369,卓翼科技,4,2026-04-08,7.32,2026-04-16 09:55:36,中势型
000917,电广传媒,4,2026-04-08,9.94,2026-04-16 09:55:36,中势型
002167,东方锆业,4,2026-04-08,12.89,2026-04-16 09:55:36,中势型
002279,久其软件,4,2026-04-08,8.27,2026-04-16 09:55:36,中势型
002065,东华软件,4,2026-04-08,8.43,2026-04-16 09:55:36,中势型
002777,久远银海,4,2026-04-08,16.56,2026-04-16 09:55:36,中势型
000878,云南铜业,4,2026-04-08,19.51,2026-04-16 09:55:36,中势型
601789,宁波建工,4,2026-04-08,5.68,2026-04-16 09:55:36,中势型
000572,海马汽车,4,2026-04-08,5.88,2026-04-16 09:55:36,中势型
603993,洛阳钼业,4,2026-04-08,19.56,2026-04-16 09:55:36,中势型
603703,盛洋科技,4,2026-04-08,13.14,2026-04-16 09:55:36,中势型
600633,浙数文化,4,2026-04-08,12.76,2026-04-16 09:55:36,中势型
002291,遥望科技,4,2026-04-08,6.5,2026-04-16 09:55:36,中势型
002243,力合科创,4,2026-04-08,8.85,2026-04-16 09:55:36,中势型
600590,泰豪科技,4,2026-04-08,15.09,2026-04-16 09:55:36,中势型
002725,跃岭股份,4,2026-04-08,16.43,2026-04-16 09:55:36,中势型
002121,科陆电子,4,2026-04-08,7.77,2026-04-16 09:55:36,中势型
000610,西安旅游,4,2026-04-08,8.62,2026-04-16 09:55:36,中势型
002632,道明光学,4,2026-04-08,12.13,2026-04-16 09:55:36,中势型
002063,远光软件,4,2026-04-08,6.4,2026-04-16 09:55:36,中势型
000837,秦川机床,4,2026-04-08,10.96,2026-04-16 09:55:36,中势型
002609,捷顺科技,4,2026-04-08,8.43,2026-04-16 09:55:36,中势型
601179,中国西电,4,2026-04-08,16.2,2026-04-16 09:55:36,中势型
002494,华斯股份,4,2026-04-08,5.29,2026-04-16 09:55:36,中势型
002264,新 华 都,4,2026-04-08,8.36,2026-04-16 09:55:36,中势型
002527,新时达,4,2026-04-08,13.93,2026-04-16 09:55:36,中势型
002454,松芝股份,4,2026-04-08,10.48,2026-04-16 09:55:36,中势型
000060,中金岭南,4,2026-04-08,6.43,2026-04-16 09:55:36,中势型
603386,骏亚科技,4,2026-04-08,14.18,2026-04-16 09:55:36,中势型
002459,晶澳科技,4,2026-04-08,11.03,2026-04-16 09:55:36,中势型
000030,富奥股份,4,2026-04-08,5.19,2026-04-16 09:55:36,中势型
002123,梦网科技,4,2026-04-08,10.07,2026-04-16 09:55:36,中势型
603300,海南华铁,4,2026-04-08,6.85,2026-04-16 09:55:36,中势型
002448,中原内配,4,2026-04-08,15.55,2026-04-16 09:55:36,中势型
600961,株冶集团,4,2026-04-08,18.38,2026-04-16 09:55:36,中势型
601609,金田股份,4,2026-04-08,10.37,2026-04-16 09:55:36,中势型
002452,长高电新,4,2026-04-08,10.75,2026-04-16 09:55:36,中势型
000758,中色股份,4,2026-04-08,6.8,2026-04-16 09:55:36,中势型
601611,中国核建,4,2026-04-08,14.17,2026-04-16 09:55:36,中势型
601615,明阳智能,4,2026-04-08,16.7,2026-04-16 09:55:36,中势型
603166,福达股份,4,2026-04-08,13.66,2026-04-16 09:55:36,中势型
603636,南威软件,4,2026-04-08,9.31,2026-04-16 09:55:36,中势型
600100,同方股份,4,2026-04-08,8.32,2026-04-16 09:55:36,中势型
002248,华东数控,4,2026-04-08,12.73,2026-04-16 09:55:36,中势型
002249,大洋电机,4,2026-04-08,9.38,2026-04-16 09:55:36,中势型
600458,时代新材,4,2026-04-08,11.85,2026-04-16 09:55:36,中势型
002137,实益达,4,2026-04-08,8.33,2026-04-16 09:55:36,中势型
002169,智光电气,4,2026-04-08,15.35,2026-04-16 09:55:36,中势型
002930,宏川智慧,4,2026-04-08,13.51,2026-04-16 09:55:36,中势型
601108,财通证券,4,2026-04-08,8.43,2026-04-16 09:55:36,中势型
002031,巨轮智能,4,2026-04-08,6.21,2026-04-16 09:55:36,中势型
601600,中国铝业,4,2026-04-08,12.46,2026-04-16 09:55:36,中势型
601116,三江购物,4,2026-04-08,13.95,2026-04-16 09:55:36,中势型
000156,华数传媒,4,2026-04-08,7.57,2026-04-16 09:55:36,中势型
601360,三六零,4,2026-04-08,10.99,2026-04-16 09:55:36,中势型
603918,金桥信息,4,2026-04-08,13.74,2026-04-16 09:55:36,中势型
002055,得润电子,4,2026-04-08,6.14,2026-04-16 09:55:36,中势型
600776,东方通信,4,2026-04-08,15.58,2026-04-16 09:55:36,中势型
002115,三维通信,4,2026-04-08,12.41,2026-04-16 09:55:36,中势型
002765,蓝黛科技,4,2026-04-08,10.4,2026-04-16 09:55:36,中势型
002429,兆驰股份,4,2026-04-08,10.48,2026-04-16 09:55:36,中势型
002815,崇达技术,4,2026-04-08,15.29,2026-04-16 09:55:36,中势型
002960,青鸟消防,4,2026-04-08,12.29,2026-04-16 09:55:36,中势型
002414,高德红外,4,2026-04-08,13.72,2026-04-16 09:55:36,中势型
000528,柳    工,4,2026-04-08,9.68,2026-04-16 09:55:36,中势型
002077,大港股份,4,2026-04-08,16.22,2026-04-16 09:55:36,中势型
600637,东方明珠,4,2026-04-08,9.81,2026-04-16 09:55:36,中势型
002797,第一创业,4,2026-04-08,7.91,2026-04-16 09:55:36,中势型
002410,广联达,4,2026-04-08,11.47,2026-04-16 09:55:36,中势型
600640,国脉文化,4,2026-04-08,12.06,2026-04-16 09:55:36,中势型
002195,岩山科技,4,2026-04-08,9.15,2026-04-16 09:55:36,中势型
002685,华东重机,4,2026-04-08,8.11,2026-04-16 09:55:36,中势型
600775,南京熊猫,4,2026-04-08,13.58,2026-04-16 09:55:36,中势型
000737,北方铜业,4,2026-04-08,14.05,2026-04-16 09:55:36,中势型
601727,上海电气,4,2026-04-08,8.04,2026-04-16 09:55:36,中势型
600497,驰宏锌锗,4,2026-04-08,8.41,2026-04-16 09:55:36,中势型
002292,奥飞娱乐,4,2026-04-08,7.88,2026-04-16 09:55:36,中势型
600797,浙大网新,4,2026-04-08,9.25,2026-04-16 09:55:36,中势型
600588,用友网络,4,2026-04-08,12.29,2026-04-16 09:55:36,中势型
002387,维信诺,4,2026-04-08,8.04,2026-04-16 09:55:36,中势型
603258,电魂网络,4,2026-04-08,18.13,2026-04-16 09:55:36,中势型
600268,国电南自,4,2026-04-08,14.85,2026-04-16 09:55:36,中势型
600143,金发科技,4,2026-04-08,17.09,2026-04-16 09:55:36,中势型
002649,博彦科技,4,2026-04-08,11.82,2026-04-16 09:55:36,中势型
002400,省广集团,4,2026-04-08,8.74,2026-04-16 09:55:36,中势型
002600,领益智造,4,2026-04-08,13.88,2026-04-16 09:55:36,中势型
600135,乐凯胶片,4,2026-04-08,10.18,2026-04-16 09:55:36,中势型
000990,诚志股份,3,2026-04-09,10.77,2026-04-16 09:55:36,强势型
