代码,名称,调整天数,单阳日,现价,筛选时间,类型
601952,苏垦农发,5,2026-03-02,10.21,2026-03-10 09:08:11,中势型
000791,甘肃能源,5,2026-03-02,8.45,2026-03-10 09:08:11,中势型
002832,比音勒芬,5,2026-03-02,16.54,2026-03-10 09:08:11,中势型
601898,中煤能源,4,2026-03-03,18.2,2026-03-10 09:08:11,中势型
601963,重庆银行,4,2026-03-03,11.21,2026-03-10 09:08:11,中势型
000533,顺钠股份,3,2026-03-04,16.37,2026-03-10 09:08:11,强势型
600775,南京熊猫,2,2026-03-05,15.2,2026-03-10 09:08:11,强势型
600516,方大炭素,2,2026-03-05,6.67,2026-03-10 09:08:11,强势型
002456,欧菲光,2,2026-03-05,9.48,2026-03-10 09:08:11,强势型
002606,大连电瓷,2,2026-03-05,14.08,2026-03-10 09:08:11,强势型
603237,五芳斋,2,2026-03-05,17.22,2026-03-10 09:08:11,强势型
600550,保变电气,2,2026-03-05,19.0,2026-03-10 09:08:11,强势型
002513,蓝丰生化,1,2026-03-06,7.41,2026-03-10 09:08:11,强势型
605399,晨光新材,1,2026-03-06,16.28,2026-03-10 09:08:11,强势型
603915,国茂股份,1,2026-03-06,17.02,2026-03-10 09:08:11,强势型
601789,宁波建工,1,2026-03-06,6.04,2026-03-10 09:08:11,强势型
605268,王力安防,1,2026-03-06,15.33,2026-03-10 09:08:11,强势型
600354,敦煌种业,1,2026-03-06,7.84,2026-03-10 09:08:11,强势型
600821,金开新能,1,2026-03-06,9.46,2026-03-10 09:08:11,强势型
