代码,名称,调整天数,单阳日,现价,筛选时间,类型
600711,盛屯矿业,5,2026-05-26,12.61,2026-06-04 11:29:19,中势型
002541,鸿路钢构,5,2026-05-26,18.97,2026-06-04 11:29:19,中势型
600730,中国高科,5,2026-05-26,14.58,2026-06-04 11:29:19,中势型
601600,中国铝业,5,2026-05-26,11.81,2026-06-04 11:29:19,中势型
002602,ST华通,5,2026-05-26,14.98,2026-06-04 11:29:19,中势型
600906,财达证券,4,2026-05-27,6.82,2026-06-04 11:29:19,中势型
000899,赣能股份,3,2026-05-28,14.35,2026-06-04 11:29:19,强势型
603439,贵州三力,2,2026-05-29,16.43,2026-06-04 11:29:19,强势型
000025,特  力Ａ,2,2026-05-29,15.07,2026-06-04 11:29:19,强势型
603877,太平鸟,1,2026-06-01,13.43,2026-06-04 11:29:19,强势型
600403,大有能源,1,2026-06-01,6.12,2026-06-04 11:29:19,强势型
600588,用友网络,1,2026-06-01,11.28,2026-06-04 11:29:19,强势型
600737,中粮糖业,1,2026-06-01,14.15,2026-06-04 11:29:19,强势型
603201,XD常润股,1,2026-06-01,17.33,2026-06-04 11:29:19,强势型
600956,新天绿能,1,2026-06-01,9.87,2026-06-04 11:29:19,强势型
