代码,名称,调整天数,单阳日,现价,筛选时间,类型
001286,陕西能源,5,2026-04-21,11.71,2026-04-28 10:31:10,中势型
600251,冠农股份,5,2026-04-21,12.04,2026-04-28 10:31:10,中势型
000683,博源化工,5,2026-04-21,9.01,2026-04-28 10:31:10,中势型
002950,奥美医疗,5,2026-04-21,14.16,2026-04-28 10:31:10,中势型
002763,汇洁股份,5,2026-04-21,8.42,2026-04-28 10:31:10,中势型
603399,永杉锂业,5,2026-04-21,16.03,2026-04-28 10:31:10,中势型
002392,北京利尔,5,2026-04-21,8.93,2026-04-28 10:31:10,中势型
600531,豫光金铅,4,2026-04-22,15.88,2026-04-28 10:31:10,中势型
600686,金龙汽车,4,2026-04-22,17.58,2026-04-28 10:31:10,中势型
600869,远东股份,4,2026-04-22,17.38,2026-04-28 10:31:10,中势型
600415,小商品城,3,2026-04-23,13.78,2026-04-28 10:31:10,强势型
000546,金圆股份,2,2026-04-24,7.11,2026-04-28 10:31:10,强势型
603599,广信股份,2,2026-04-24,14.92,2026-04-28 10:31:10,强势型
000973,佛塑科技,2,2026-04-24,19.35,2026-04-28 10:31:10,强势型
600152,维科技术,1,2026-04-27,15.69,2026-04-28 10:31:10,强势型
000782,恒申新材,1,2026-04-27,6.86,2026-04-28 10:31:10,强势型
600707,彩虹股份,1,2026-04-27,8.66,2026-04-28 10:31:10,强势型
002706,良信股份,1,2026-04-27,11.34,2026-04-28 10:31:10,强势型
