代码,名称,调整天数,单阳日,现价,筛选时间,类型
601615,明阳智能,4,2026-04-08,16.7,2026-04-17 09:53:49,中势型
603166,福达股份,4,2026-04-08,13.66,2026-04-17 09:53:49,中势型
603636,南威软件,4,2026-04-08,9.31,2026-04-17 09:53:49,中势型
600100,同方股份,4,2026-04-08,8.32,2026-04-17 09:53:49,中势型
002248,华东数控,4,2026-04-08,12.73,2026-04-17 09:53:49,中势型
600458,时代新材,4,2026-04-08,11.85,2026-04-17 09:53:49,中势型
002137,实益达,4,2026-04-08,8.33,2026-04-17 09:53:49,中势型
002930,宏川智慧,4,2026-04-08,13.51,2026-04-17 09:53:49,中势型
601108,财通证券,4,2026-04-08,8.43,2026-04-17 09:53:49,中势型
000156,华数传媒,4,2026-04-08,7.57,2026-04-17 09:53:49,中势型
601360,三六零,4,2026-04-08,10.99,2026-04-17 09:53:49,中势型
603918,金桥信息,4,2026-04-08,13.74,2026-04-17 09:53:49,中势型
002055,得润电子,4,2026-04-08,6.14,2026-04-17 09:53:49,中势型
002429,兆驰股份,4,2026-04-08,10.48,2026-04-17 09:53:49,中势型
002815,崇达技术,4,2026-04-08,15.29,2026-04-17 09:53:49,中势型
002960,青鸟消防,4,2026-04-08,12.29,2026-04-17 09:53:49,中势型
000528,柳    工,4,2026-04-08,9.68,2026-04-17 09:53:49,中势型
002077,大港股份,4,2026-04-08,16.22,2026-04-17 09:53:49,中势型
600637,东方明珠,4,2026-04-08,9.81,2026-04-17 09:53:49,中势型
002797,第一创业,4,2026-04-08,7.91,2026-04-17 09:53:49,中势型
002410,广联达,4,2026-04-08,11.47,2026-04-17 09:53:49,中势型
600640,国脉文化,4,2026-04-08,12.06,2026-04-17 09:53:49,中势型
002195,岩山科技,4,2026-04-08,9.15,2026-04-17 09:53:49,中势型
002685,华东重机,4,2026-04-08,8.11,2026-04-17 09:53:49,中势型
600775,南京熊猫,4,2026-04-08,13.58,2026-04-17 09:53:49,中势型
000737,北方铜业,4,2026-04-08,14.05,2026-04-17 09:53:49,中势型
601727,上海电气,4,2026-04-08,8.04,2026-04-17 09:53:49,中势型
600499,科达制造,4,2026-04-10,18.44,2026-04-17 09:53:49,中势型
002292,奥飞娱乐,4,2026-04-08,7.88,2026-04-17 09:53:49,中势型
600797,浙大网新,4,2026-04-08,9.25,2026-04-17 09:53:49,中势型
600588,用友网络,4,2026-04-08,12.29,2026-04-17 09:53:49,中势型
002387,维信诺,4,2026-04-08,8.04,2026-04-17 09:53:49,中势型
603258,电魂网络,4,2026-04-08,18.13,2026-04-17 09:53:49,中势型
600268,国电南自,4,2026-04-08,14.85,2026-04-17 09:53:49,中势型
600143,金发科技,4,2026-04-08,17.09,2026-04-17 09:53:49,中势型
002649,博彦科技,4,2026-04-08,11.82,2026-04-17 09:53:49,中势型
002400,省广集团,4,2026-04-08,8.74,2026-04-17 09:53:49,中势型
000990,诚志股份,3,2026-04-09,10.77,2026-04-17 09:53:49,强势型
001299,美能能源,1,2026-04-13,18.54,2026-04-17 09:53:49,强势型
