代码,名称,调整天数,单阳日,现价,筛选时间,类型
600186,莲花控股,5,2026-06-11,14.28,2026-06-21 11:29:00,中势型
603328,依顿电子,5,2026-06-11,15.14,2026-06-21 11:29:00,中势型
002643,万润股份,5,2026-06-11,17.72,2026-06-21 11:29:00,中势型
000060,中金岭南,4,2026-06-12,8.01,2026-06-21 11:29:00,中势型
600577,精达股份,4,2026-06-12,11.76,2026-06-21 11:29:00,中势型
600857,宁波中百,4,2026-06-12,16.02,2026-06-21 11:29:00,中势型
002448,中原内配,4,2026-06-12,13.25,2026-06-21 11:29:00,中势型
603519,立霸股份,4,2026-06-12,14.8,2026-06-21 11:29:00,中势型
002611,东方精工,4,2026-06-12,18.74,2026-06-21 11:29:00,中势型
600497,驰宏锌锗,3,2026-06-15,10.28,2026-06-21 11:29:00,强势型
600909,华安证券,3,2026-06-15,8.97,2026-06-21 11:29:00,强势型
002826,易明医药,3,2026-06-15,16.83,2026-06-21 11:29:00,强势型
002972,科安达,2,2026-06-16,16.72,2026-06-21 11:29:00,强势型
603137,恒尚节能,2,2026-06-15,12.94,2026-06-21 11:29:00,强势型
603949,雪龙集团,2,2026-06-16,16.03,2026-06-21 11:29:00,强势型
600703,三安光电,2,2026-06-16,17.54,2026-06-21 11:29:00,强势型
600366,宁波韵升,2,2026-06-16,14.91,2026-06-21 11:29:00,强势型
603488,展鹏科技,1,2026-06-17,12.83,2026-06-21 11:29:00,强势型
600615,鑫源智造,1,2026-06-17,10.57,2026-06-21 11:29:00,强势型
000672,上峰水泥,1,2026-06-17,18.71,2026-06-21 11:29:00,强势型
002161,远 望 谷,1,2026-06-17,6.09,2026-06-21 11:29:00,强势型
603458,勘设股份,1,2026-06-17,14.4,2026-06-21 11:29:00,强势型
002072,凯瑞德,1,2026-06-17,9.33,2026-06-21 11:29:00,强势型
