代码,名称,调整天数,单阳日,现价,筛选时间,类型
002185,华天科技,5,2026-05-11,14.69,2026-05-20 11:26:44,中势型
601727,上海电气,5,2026-05-11,9.02,2026-05-20 11:26:44,中势型
002334,英威腾,5,2026-05-11,9.26,2026-05-20 11:26:44,中势型
002708,光洋股份,5,2026-05-11,15.82,2026-05-20 11:26:44,中势型
603578,三星新材,5,2026-05-11,14.92,2026-05-20 11:26:44,中势型
603916,苏博特,4,2026-05-12,15.54,2026-05-20 11:26:44,中势型
601609,金田股份,4,2026-05-12,13.38,2026-05-20 11:26:44,中势型
002918,蒙娜丽莎,3,2026-05-13,16.77,2026-05-20 11:26:44,强势型
002629,仁智股份,2,2026-05-13,7.66,2026-05-20 11:26:44,强势型
002973,侨银股份,2,2026-05-14,14.12,2026-05-20 11:26:44,强势型
603310,巍华新材,1,2026-05-15,17.31,2026-05-20 11:26:44,强势型
603779,威龙股份,1,2026-05-15,10.91,2026-05-20 11:26:44,强势型
002164,宁波东力,1,2026-05-15,14.15,2026-05-20 11:26:44,强势型
600578,京能电力,1,2026-05-15,7.71,2026-05-20 11:26:44,强势型
