代码,名称,调整天数,单阳日,现价,筛选时间,类型
600257,大湖股份,5,2026-03-26,6.96,2026-04-04 09:05:16,中势型
002583,海能达,5,2026-03-27,10.11,2026-04-04 09:05:16,中势型
600771,广誉远,5,2026-03-27,17.6,2026-04-04 09:05:16,中势型
603668,天马科技,4,2026-03-30,13.37,2026-04-04 09:05:16,中势型
002582,好想你,4,2026-03-27,11.27,2026-04-04 09:05:16,中势型
002203,海亮股份,4,2026-03-27,14.68,2026-04-04 09:05:16,中势型
600746,江苏索普,4,2026-03-30,9.97,2026-04-04 09:05:16,中势型
002686,亿利达,2,2026-03-30,7.89,2026-04-04 09:05:16,强势型
603477,巨星农牧,1,2026-04-02,16.57,2026-04-04 09:05:16,强势型
000593,德龙汇能,1,2026-04-02,16.72,2026-04-04 09:05:16,强势型
