代码,名称,调整天数,单阳日,现价,筛选时间,类型
002772,众兴菌业,5,2026-02-24,18.14,2026-03-04 09:04:10,中势型
601118,海南橡胶,4,2026-02-24,7.7,2026-03-04 09:04:10,中势型
603871,嘉友国际,4,2026-02-24,15.8,2026-03-04 09:04:10,中势型
603616,韩建河山,4,2026-02-25,8.17,2026-03-04 09:04:10,中势型
600884,杉杉股份,3,2026-02-25,15.14,2026-03-04 09:04:10,强势型
000039,中集集团,2,2026-02-26,13.69,2026-03-04 09:04:10,强势型
603618,杭电股份,2,2026-02-27,18.72,2026-03-04 09:04:10,强势型
002207,准油股份,1,2026-03-02,13.66,2026-03-04 09:04:10,强势型
600722,金牛化工,1,2026-03-02,11.35,2026-03-04 09:04:10,强势型
002828,贝肯能源,1,2026-03-02,16.37,2026-03-04 09:04:10,强势型
002490,山东墨龙,1,2026-03-02,10.65,2026-03-04 09:04:10,强势型
603318,水发燃气,1,2026-03-02,9.7,2026-03-04 09:04:10,强势型
601872,招商轮船,1,2026-03-02,19.65,2026-03-04 09:04:10,强势型
