代码,名称,调整天数,单阳日,现价,筛选时间,类型
002522,浙江众成,2,2026-04-29,6.48,2026-05-07 10:39:51,强势型
002348,高乐股份,2,2026-04-29,11.85,2026-05-07 10:39:51,强势型
002136,安 纳 达,2,2026-04-29,15.56,2026-05-07 10:39:51,强势型
000703,恒逸石化,2,2026-04-29,18.23,2026-05-07 10:39:51,强势型
002176,江特电机,2,2026-04-29,15.7,2026-05-07 10:39:51,强势型
000818,航锦科技,2,2026-04-29,16.85,2026-05-07 10:39:51,强势型
603279,景津装备,2,2026-04-29,18.76,2026-05-07 10:39:51,强势型
000567,海德股份,1,2026-04-30,6.64,2026-05-07 10:39:51,强势型
600379,宝光股份,1,2026-04-30,18.46,2026-05-07 10:39:51,强势型
603937,丽岛新材,1,2026-04-30,16.78,2026-05-07 10:39:51,强势型
000042,中洲控股,1,2026-04-30,9.76,2026-05-07 10:39:51,强势型
000783,长江证券,1,2026-04-30,8.79,2026-05-07 10:39:51,强势型
