代码,名称,调整天数,单阳日,现价,筛选时间,类型
000818,航锦科技,5,2026-08-03,13.82,2026-08-19 09:03:45,中势型
002471,中超控股,5,2026-08-03,5.89,2026-08-19 09:03:45,中势型
002459,晶澳科技,5,2026-08-03,7.8,2026-08-19 09:03:45,中势型
603278,大业股份,5,2026-08-03,9.66,2026-08-19 09:03:45,中势型
603660,苏州科达,5,2026-08-03,12.25,2026-08-19 09:03:45,中势型
600846,同济科技,5,2026-07-28,12.14,2026-08-19 09:03:45,中势型
600661,昂立教育,5,2026-08-03,9.72,2026-08-19 09:03:45,中势型
002342,巨力索具,5,2026-08-03,8.41,2026-08-19 09:03:45,中势型
603787,新日股份,5,2026-08-03,10.15,2026-08-19 09:03:45,中势型
600663,陆家嘴,5,2026-08-03,9.39,2026-08-19 09:03:45,中势型
002026,山东威达,5,2026-08-03,10.73,2026-08-19 09:03:45,中势型
002538,司尔特,5,2026-08-03,7.18,2026-08-19 09:03:45,中势型
000803,山高环能,5,2026-08-03,7.17,2026-08-19 09:03:45,中势型
600319,亚星化学,5,2026-08-03,6.23,2026-08-19 09:03:45,中势型
002735,王子新材,5,2026-08-03,12.01,2026-08-19 09:03:45,中势型
000678,襄阳轴承,5,2026-08-03,8.96,2026-08-19 09:03:45,中势型
002623,亚玛顿,5,2026-08-03,16.87,2026-08-19 09:03:45,中势型
600561,江西长运,5,2026-08-03,5.78,2026-08-19 09:03:45,中势型
000700,模塑科技,5,2026-08-03,11.49,2026-08-19 09:03:45,中势型
002637,赞宇科技,5,2026-08-03,11.02,2026-08-19 09:03:45,中势型
002029,七 匹 狼,5,2026-08-03,9.15,2026-08-19 09:03:45,中势型
000970,中科三环,5,2026-08-03,13.74,2026-08-19 09:03:45,中势型
000592,平潭发展,5,2026-08-03,6.71,2026-08-19 09:03:45,中势型
000565,渝三峡Ａ,5,2026-08-03,6.03,2026-08-19 09:03:45,中势型
600719,大连热电,5,2026-08-03,7.81,2026-08-19 09:03:45,中势型
002633,申科股份,5,2026-08-03,15.21,2026-08-19 09:03:45,中势型
002031,巨轮智能,5,2026-08-03,5.31,2026-08-19 09:03:45,中势型
000702,正虹科技,5,2026-08-03,5.49,2026-08-19 09:03:45,中势型
002840,华统股份,5,2026-08-03,8.23,2026-08-19 09:03:45,中势型
600818,中路股份,4,2026-08-04,7.81,2026-08-19 09:03:45,中势型
603711,香飘飘,4,2026-07-29,11.34,2026-08-19 09:03:45,中势型
002361,神剑股份,4,2026-08-04,12.49,2026-08-19 09:03:45,中势型
600769,祥龙电业,4,2026-08-04,15.23,2026-08-19 09:03:45,中势型
603798,康普顿,4,2026-08-04,13.82,2026-08-19 09:03:45,中势型
002277,友阿股份,4,2026-07-29,5.81,2026-08-19 09:03:45,中势型
002284,亚太股份,4,2026-07-29,9.56,2026-08-19 09:03:45,中势型
002012,凯恩股份,4,2026-08-04,6.66,2026-08-19 09:03:45,中势型
600192,长城电工,4,2026-08-04,7.89,2026-08-19 09:03:45,中势型
603065,宿迁联盛,4,2026-08-04,17.75,2026-08-19 09:03:45,中势型
603969,银龙股份,4,2026-07-29,7.41,2026-08-19 09:03:45,中势型
603682,锦和商管,3,2026-08-05,11.58,2026-08-19 09:03:45,强势型
603500,祥和实业,3,2026-08-05,9.69,2026-08-19 09:03:45,强势型
000506,招金黄金,2,2026-07-31,14.82,2026-08-19 09:03:45,强势型
603269,海鸥股份,2,2026-08-06,15.53,2026-08-19 09:03:45,强势型
600985,淮北矿业,2,2026-08-06,16.86,2026-08-19 09:03:45,强势型
600354,敦煌种业,2,2026-08-06,6.25,2026-08-19 09:03:45,强势型
002667,威领股份,1,2026-08-03,11.91,2026-08-19 09:03:45,强势型
600721,百花医药,1,2026-08-07,11.59,2026-08-19 09:03:45,强势型
000159,国际实业,1,2026-08-03,5.82,2026-08-19 09:03:45,强势型
000009,中国宝安,1,2026-08-07,8.19,2026-08-19 09:03:45,强势型
603456,九洲药业,1,2026-08-07,16.51,2026-08-19 09:03:45,强势型
600272,开开实业,1,2026-08-07,14.27,2026-08-19 09:03:45,强势型
