代码,名称,调整天数,单阳日,现价,筛选时间,类型
002887,绿茵生态,5,2026-06-30,10.59,2026-07-08 10:35:06,中势型
002234,民和股份,4,2026-07-01,7.09,2026-07-08 10:35:06,中势型
603233,大参林,4,2026-07-01,17.48,2026-07-08 10:35:06,中势型
002889,东方嘉盛,4,2026-07-01,11.84,2026-07-08 10:35:06,中势型
001201,东瑞股份,4,2026-07-01,11.55,2026-07-08 10:35:06,中势型
600295,鄂尔多斯,4,2026-07-01,11.8,2026-07-08 10:35:06,中势型
600366,宁波韵升,4,2026-07-01,16.51,2026-07-08 10:35:06,中势型
002293,罗莱生活,4,2026-07-01,11.0,2026-07-08 10:35:06,中势型
603725,天安新材,2,2026-07-03,13.9,2026-07-08 10:35:06,强势型
603518,锦泓集团,2,2026-07-03,7.88,2026-07-08 10:35:06,强势型
600222,太龙药业,2,2026-07-03,7.72,2026-07-08 10:35:06,强势型
603903,中持股份,1,2026-07-06,15.82,2026-07-08 10:35:06,强势型
601918,新集能源,1,2026-07-06,9.74,2026-07-08 10:35:06,强势型
