代码,名称,调整天数,单阳日,现价,筛选时间,类型
601900,南方传媒,5,2026-07-06,11.31,2026-07-14 10:15:28,中势型
601107,四川成渝,5,2026-07-06,5.33,2026-07-14 10:15:28,中势型
600116,三峡水利,5,2026-07-06,5.8,2026-07-14 10:15:28,中势型
600521,华海药业,5,2026-07-06,16.84,2026-07-14 10:15:28,中势型
603815,交建股份,4,2026-07-07,6.99,2026-07-14 10:15:28,中势型
003013,地铁设计,3,2026-07-08,15.78,2026-07-14 10:15:28,强势型
603682,锦和商管,1,2026-07-10,8.78,2026-07-14 10:15:28,强势型
600992,贵绳股份,1,2026-07-10,11.72,2026-07-14 10:15:28,强势型
000779,甘咨询,1,2026-07-10,10.76,2026-07-14 10:15:28,强势型
600718,东软集团,1,2026-07-10,7.81,2026-07-14 10:15:28,强势型
002677,浙江美大,1,2026-07-09,7.23,2026-07-14 10:15:28,强势型
002828,贝肯能源,1,2026-07-10,13.01,2026-07-14 10:15:28,强势型
