代码,名称,调整天数,单阳日,现价,筛选时间,类型
000899,赣能股份,5,2026-05-28,14.63,2026-06-08 12:45:27,中势型
002319,乐通股份,4,2026-06-01,11.99,2026-06-08 12:45:27,中势型
002051,中工国际,4,2026-05-29,12.02,2026-06-08 12:45:27,中势型
002209,达 意 隆,4,2026-06-01,12.56,2026-06-08 12:45:27,中势型
603466,风语筑,4,2026-06-01,11.56,2026-06-08 12:45:27,中势型
600737,中粮糖业,4,2026-06-01,14.47,2026-06-08 12:45:27,中势型
603201,XD常润股,4,2026-06-01,18.13,2026-06-08 12:45:27,中势型
601919,中远海控,4,2026-06-01,15.0,2026-06-08 12:45:27,中势型
600596,新安股份,2,2026-06-03,14.41,2026-06-08 12:45:27,强势型
600237,铜峰电子,1,2026-06-04,12.07,2026-06-08 12:45:27,强势型
600516,方大炭素,1,2026-06-03,5.3,2026-06-08 12:45:27,强势型
603500,祥和实业,1,2026-06-04,12.23,2026-06-08 12:45:27,强势型
600246,万通发展,1,2026-06-03,18.87,2026-06-08 12:45:27,强势型
