代码,名称,调整天数,单阳日,现价,筛选时间,类型
603162,海通发展,5,2026-05-08,18.65,2026-05-18 11:58:29,中势型
600207,安彩高科,5,2026-05-08,6.72,2026-05-18 11:58:29,中势型
000678,襄阳轴承,5,2026-05-08,13.45,2026-05-18 11:58:29,中势型
603798,康普顿,4,2026-05-11,19.0,2026-05-18 11:58:29,中势型
603578,三星新材,4,2026-05-11,15.04,2026-05-18 11:58:29,中势型
002348,高乐股份,4,2026-05-11,13.72,2026-05-18 11:58:29,中势型
603916,苏博特,3,2026-05-12,15.01,2026-05-18 11:58:29,强势型
600737,中粮糖业,2,2026-05-13,15.68,2026-05-18 11:58:29,强势型
002918,蒙娜丽莎,2,2026-05-13,18.63,2026-05-18 11:58:29,强势型
601777,千里科技,2,2026-05-13,12.01,2026-05-18 11:58:29,强势型
600481,双良节能,1,2026-05-14,6.76,2026-05-18 11:58:29,强势型
002629,仁智股份,1,2026-05-13,7.66,2026-05-18 11:58:29,强势型
002973,侨银股份,1,2026-05-14,13.92,2026-05-18 11:58:29,强势型
