代码,名称,调整天数,单阳日,现价,筛选时间,类型
002494,华斯股份,5,2026-03-24,5.38,2026-03-31 09:39:19,中势型
605567,春雪食品,5,2026-03-24,11.05,2026-03-31 09:39:19,中势型
000593,德龙汇能,5,2026-03-24,15.75,2026-03-31 09:39:19,中势型
002817,黄山胶囊,5,2026-03-24,8.06,2026-03-31 09:39:19,中势型
002863,今飞凯达,5,2026-03-24,5.4,2026-03-31 09:39:19,中势型
002566,益盛药业,5,2026-03-24,8.11,2026-03-31 09:39:19,中势型
002105,信隆健康,5,2026-03-24,6.53,2026-03-31 09:39:19,中势型
605158,华达新材,5,2026-03-24,7.5,2026-03-31 09:39:19,中势型
002873,新天药业,5,2026-03-24,10.12,2026-03-31 09:39:19,中势型
002343,慈文传媒,5,2026-03-24,6.39,2026-03-31 09:39:19,中势型
603238,诺邦股份,5,2026-03-24,15.8,2026-03-31 09:39:19,中势型
603168,莎普爱思,5,2026-03-24,7.05,2026-03-31 09:39:19,中势型
600287,苏豪时尚,5,2026-03-24,5.85,2026-03-31 09:39:19,中势型
603956,威派格,5,2026-03-24,5.78,2026-03-31 09:39:19,中势型
600222,太龙药业,5,2026-03-24,7.07,2026-03-31 09:39:19,中势型
600444,国机通用,5,2026-03-24,17.08,2026-03-31 09:39:19,中势型
002022,科华生物,5,2026-03-24,5.88,2026-03-31 09:39:19,中势型
000404,长虹华意,5,2026-03-24,7.05,2026-03-31 09:39:19,中势型
603289,泰瑞机器,5,2026-03-24,11.2,2026-03-31 09:39:19,中势型
002051,中工国际,5,2026-03-24,8.96,2026-03-31 09:39:19,中势型
603500,祥和实业,5,2026-03-24,11.16,2026-03-31 09:39:19,中势型
001366,播恩集团,5,2026-03-24,13.88,2026-03-31 09:39:19,中势型
600202,哈空调,5,2026-03-24,5.97,2026-03-31 09:39:19,中势型
603208,江山欧派,5,2026-03-24,13.38,2026-03-31 09:39:19,中势型
603335,迪生力,5,2026-03-24,6.0,2026-03-31 09:39:19,中势型
002695,煌上煌,5,2026-03-24,11.1,2026-03-31 09:39:19,中势型
600476,湘邮科技,5,2026-03-24,11.3,2026-03-31 09:39:19,中势型
002696,百洋股份,5,2026-03-24,6.91,2026-03-31 09:39:19,中势型
000715,中兴商业,5,2026-03-24,5.84,2026-03-31 09:39:19,中势型
603214,爱婴室,5,2026-03-24,16.11,2026-03-31 09:39:19,中势型
600128,苏豪弘业,5,2026-03-24,10.83,2026-03-31 09:39:19,中势型
600561,江西长运,5,2026-03-24,6.7,2026-03-31 09:39:19,中势型
600530,交大昂立,5,2026-03-24,5.38,2026-03-31 09:39:19,中势型
002826,易明医药,5,2026-03-24,19.95,2026-03-31 09:39:19,中势型
603321,梅轮电梯,5,2026-03-24,7.43,2026-03-31 09:39:19,中势型
002811,郑中设计,5,2026-03-24,13.65,2026-03-31 09:39:19,中势型
002998,优彩资源,5,2026-03-24,8.01,2026-03-31 09:39:19,中势型
002398,垒知集团,5,2026-03-24,5.23,2026-03-31 09:39:19,中势型
600051,宁波联合,5,2026-03-24,7.72,2026-03-31 09:39:19,中势型
603739,蔚蓝生物,5,2026-03-24,14.69,2026-03-31 09:39:19,中势型
000548,湖南投资,5,2026-03-24,5.51,2026-03-31 09:39:19,中势型
600493,凤竹纺织,5,2026-03-24,7.55,2026-03-31 09:39:19,中势型
603276,恒兴新材,5,2026-03-24,16.62,2026-03-31 09:39:19,中势型
000565,渝三峡Ａ,5,2026-03-24,7.37,2026-03-31 09:39:19,中势型
002743,富煌钢构,5,2026-03-24,5.49,2026-03-31 09:39:19,中势型
002763,汇洁股份,5,2026-03-24,7.7,2026-03-31 09:39:19,中势型
600331,宏达股份,5,2026-03-24,14.68,2026-03-31 09:39:19,中势型
002883,中设股份,5,2026-03-24,9.81,2026-03-31 09:39:19,中势型
003016,欣贺股份,5,2026-03-24,8.18,2026-03-31 09:39:19,中势型
603885,吉祥航空,4,2026-03-25,11.99,2026-03-31 09:39:19,中势型
002795,永和智控,4,2026-03-25,7.93,2026-03-31 09:39:19,中势型
603586,金麒麟,4,2026-03-25,18.27,2026-03-31 09:39:19,中势型
600711,盛屯矿业,4,2026-03-25,12.67,2026-03-31 09:39:19,中势型
603311,金海高科,4,2026-03-25,16.41,2026-03-31 09:39:19,中势型
603227,雪峰科技,4,2026-03-25,9.88,2026-03-31 09:39:19,中势型
002878,元隆雅图,4,2026-03-25,17.35,2026-03-31 09:39:19,中势型
002629,仁智股份,4,2026-03-25,6.63,2026-03-31 09:39:19,中势型
600338,西藏珠峰,2,2026-03-27,17.02,2026-03-31 09:39:19,强势型
605555,德昌股份,2,2026-03-26,16.81,2026-03-31 09:39:19,强势型
603399,永杉锂业,2,2026-03-27,11.29,2026-03-31 09:39:19,强势型
603668,天马科技,1,2026-03-30,12.7,2026-03-31 09:39:19,强势型
002686,亿利达,1,2026-03-30,7.89,2026-03-31 09:39:19,强势型
002361,神剑股份,1,2026-03-30,16.5,2026-03-31 09:39:19,强势型
