代码,名称,调整天数,单阳日,现价,筛选时间,类型
000729,燕京啤酒,4,2026-04-03,14.26,2026-04-14 09:55:05,中势型
603033,三维股份,4,2026-04-03,11.32,2026-04-14 09:55:05,中势型
600063,皖维高新,3,2026-04-07,7.23,2026-04-14 09:55:05,强势型
600623,华谊集团,3,2026-04-07,9.89,2026-04-14 09:55:05,强势型
002245,蔚蓝锂芯,3,2026-04-07,19.12,2026-04-14 09:55:05,强势型
000695,滨海能源,3,2026-04-07,13.45,2026-04-14 09:55:05,强势型
600110,诺德股份,3,2026-04-07,9.88,2026-04-14 09:55:05,强势型
603113,金能科技,3,2026-04-07,7.26,2026-04-14 09:55:05,强势型
002274,华昌化工,3,2026-04-07,6.37,2026-04-14 09:55:05,强势型
000917,电广传媒,2,2026-04-08,9.73,2026-04-14 09:55:05,强势型
603890,春秋电子,2,2026-04-08,15.64,2026-04-14 09:55:05,强势型
603993,洛阳钼业,2,2026-04-08,18.96,2026-04-14 09:55:05,强势型
603989,艾华集团,2,2026-04-08,18.74,2026-04-14 09:55:05,强势型
603138,海量数据,2,2026-04-08,19.8,2026-04-14 09:55:05,强势型
002449,国星光电,2,2026-04-08,8.12,2026-04-14 09:55:05,强势型
002797,第一创业,2,2026-04-08,7.81,2026-04-14 09:55:05,强势型
002685,华东重机,2,2026-04-08,7.76,2026-04-14 09:55:05,强势型
000425,徐工机械,2,2026-04-08,10.61,2026-04-14 09:55:05,强势型
600869,远东股份,2,2026-04-08,15.6,2026-04-14 09:55:05,强势型
000949,新乡化纤,2,2026-04-08,7.77,2026-04-14 09:55:05,强势型
002400,省广集团,2,2026-04-08,8.63,2026-04-14 09:55:05,强势型
002606,大连电瓷,2,2026-04-08,11.9,2026-04-14 09:55:05,强势型
000990,诚志股份,1,2026-04-09,10.84,2026-04-14 09:55:05,强势型
002328,新朋股份,1,2026-04-09,10.11,2026-04-14 09:55:05,强势型
