代码,名称,调整天数,单阳日,现价,筛选时间,类型
600207,安彩高科,5,2026-04-17,5.84,2026-04-26 09:30:18,中势型
603315,福鞍股份,5,2026-04-17,18.3,2026-04-26 09:30:18,中势型
000973,佛塑科技,5,2026-04-17,18.99,2026-04-26 09:30:18,中势型
002120,韵达股份,4,2026-04-20,7.39,2026-04-26 09:30:18,中势型
600686,金龙汽车,4,2026-04-20,17.19,2026-04-26 09:30:18,中势型
600189,泉阳泉,4,2026-04-20,8.14,2026-04-26 09:30:18,中势型
000683,博源化工,3,2026-04-21,8.96,2026-04-26 09:30:18,强势型
002950,奥美医疗,3,2026-04-21,14.09,2026-04-26 09:30:18,强势型
000819,岳阳兴长,3,2026-04-21,16.6,2026-04-26 09:30:18,强势型
603318,水发燃气,2,2026-04-22,11.39,2026-04-26 09:30:18,强势型
603637,镇海股份,2,2026-04-22,16.36,2026-04-26 09:30:18,强势型
600415,小商品城,1,2026-04-23,13.25,2026-04-26 09:30:18,强势型
000925,众合科技,1,2026-04-23,9.2,2026-04-26 09:30:18,强势型
