代码,名称,调整天数,单阳日,现价,筛选时间,类型
603206,嘉环科技,5,2026-06-09,18.51,2026-06-18 12:01:31,中势型
600810,神马股份,5,2026-06-09,6.5,2026-06-18 12:01:31,中势型
002675,东诚药业,5,2026-06-09,12.64,2026-06-18 12:01:31,中势型
600630,龙头股份,5,2026-06-09,9.07,2026-06-18 12:01:31,中势型
600186,莲花控股,5,2026-06-09,13.33,2026-06-18 12:01:31,中势型
000920,沃顿科技,4,2026-06-10,14.35,2026-06-18 12:01:31,中势型
603070,万控智造,4,2026-06-10,17.0,2026-06-18 12:01:31,中势型
000025,特  力Ａ,4,2026-06-10,15.78,2026-06-18 12:01:31,中势型
000007,全新好,4,2026-06-10,14.34,2026-06-18 12:01:31,中势型
601187,厦门银行,4,2026-06-10,7.9,2026-06-18 12:01:31,中势型
002960,青鸟消防,4,2026-06-10,9.15,2026-06-18 12:01:31,中势型
600711,盛屯矿业,2,2026-06-12,13.25,2026-06-18 12:01:31,强势型
600857,宁波中百,2,2026-06-12,15.91,2026-06-18 12:01:31,强势型
001330,博纳影业,2,2026-06-12,7.02,2026-06-18 12:01:31,强势型
002416,爱施德,2,2026-06-12,11.06,2026-06-18 12:01:31,强势型
600601,方正科技,2,2026-06-12,14.1,2026-06-18 12:01:31,强势型
601777,千里科技,2,2026-06-12,9.6,2026-06-18 12:01:31,强势型
603519,立霸股份,2,2026-06-12,14.06,2026-06-18 12:01:31,强势型
002611,东方精工,2,2026-06-12,18.46,2026-06-18 12:01:31,强势型
600163,中闽能源,2,2026-06-12,6.01,2026-06-18 12:01:31,强势型
601636,旗滨集团,1,2026-06-15,7.88,2026-06-18 12:01:31,强势型
600497,驰宏锌锗,1,2026-06-15,10.07,2026-06-18 12:01:31,强势型
002515,金字火腿,1,2026-06-15,9.11,2026-06-18 12:01:31,强势型
002348,高乐股份,1,2026-06-15,12.35,2026-06-18 12:01:31,强势型
002522,浙江众成,1,2026-06-15,7.41,2026-06-18 12:01:31,强势型
603137,恒尚节能,1,2026-06-15,12.94,2026-06-18 12:01:31,强势型
600909,华安证券,1,2026-06-15,8.39,2026-06-18 12:01:31,强势型
600110,诺德股份,1,2026-06-15,15.65,2026-06-18 12:01:31,强势型
000913,钱江摩托,1,2026-06-15,12.03,2026-06-18 12:01:31,强势型
002826,易明医药,1,2026-06-15,17.07,2026-06-18 12:01:31,强势型
002585,双星新材,1,2026-06-15,14.01,2026-06-18 12:01:31,强势型
002579,中京电子,1,2026-06-15,16.79,2026-06-18 12:01:31,强势型
