代码,名称,调整天数,单阳日,现价,筛选时间,类型
600257,大湖股份,5,2026-03-26,6.96,2026-04-02 09:34:31,中势型
600535,天士力,4,2026-03-27,14.52,2026-04-02 09:34:31,中势型
002582,好想你,4,2026-03-27,11.27,2026-04-02 09:34:31,中势型
002203,海亮股份,4,2026-03-27,14.68,2026-04-02 09:34:31,中势型
603520,司太立,4,2026-03-27,10.91,2026-04-02 09:34:31,中势型
603027,千禾味业,4,2026-03-27,9.6,2026-04-02 09:34:31,中势型
603703,盛洋科技,4,2026-03-27,12.7,2026-04-02 09:34:31,中势型
000989,九芝堂,4,2026-03-27,9.71,2026-04-02 09:34:31,中势型
600771,广誉远,4,2026-03-27,17.28,2026-04-02 09:34:31,中势型
603668,天马科技,3,2026-03-30,13.56,2026-04-02 09:34:31,强势型
002686,亿利达,2,2026-03-30,7.89,2026-04-02 09:34:31,强势型
600250,南京商旅,2,2026-03-31,13.74,2026-04-02 09:34:31,强势型
600590,泰豪科技,1,2026-04-01,13.67,2026-04-02 09:34:31,强势型
603985,恒润股份,1,2026-04-01,19.89,2026-04-02 09:34:31,强势型
605162,新中港,1,2026-04-01,14.05,2026-04-02 09:34:31,强势型
603949,雪龙集团,1,2026-04-01,17.82,2026-04-02 09:34:31,强势型
