代码,名称,调整天数,单阳日,现价,筛选时间,类型
600458,时代新材,5,2026-05-22,12.66,2026-06-02 12:24:51,中势型
600302,标准股份,4,2026-05-25,10.76,2026-06-02 12:24:51,中势型
002030,达安基因,4,2026-05-25,7.08,2026-06-02 12:24:51,中势型
600888,新疆众和,4,2026-05-25,11.58,2026-06-02 12:24:51,中势型
002928,华夏航空,4,2026-05-25,7.9,2026-06-02 12:24:51,中势型
000403,派林生物,4,2026-05-25,12.9,2026-06-02 12:24:51,中势型
000712,锦龙股份,3,2026-05-26,11.24,2026-06-02 12:24:51,强势型
600207,安彩高科,2,2026-05-27,7.53,2026-06-02 12:24:51,强势型
600158,中体产业,1,2026-05-28,11.28,2026-06-02 12:24:51,强势型
600237,铜峰电子,1,2026-05-28,10.6,2026-06-02 12:24:51,强势型
000899,赣能股份,1,2026-05-28,14.04,2026-06-02 12:24:51,强势型
