代码,名称,调整天数,单阳日,现价,筛选时间,类型
600232,金鹰股份,5,2026-04-10,8.8,2026-04-19 09:13:02,中势型
601696,中银证券,5,2026-04-10,12.55,2026-04-19 09:13:02,中势型
600382,广东明珠,5,2026-04-10,10.14,2026-04-19 09:13:02,中势型
600732,爱旭股份,5,2026-04-10,15.98,2026-04-19 09:13:02,中势型
601311,骆驼股份,5,2026-04-10,10.41,2026-04-19 09:13:02,中势型
002534,西子洁能,5,2026-04-10,18.63,2026-04-19 09:13:02,中势型
002283,天润工业,5,2026-04-10,10.91,2026-04-19 09:13:02,中势型
002201,九鼎新材,4,2026-04-13,12.22,2026-04-19 09:13:02,中势型
605189,富春染织,4,2026-04-13,17.88,2026-04-19 09:13:02,中势型
000987,越秀资本,4,2026-04-13,8.96,2026-04-19 09:13:02,中势型
600714,金瑞矿业,4,2026-04-13,18.08,2026-04-19 09:13:02,中势型
600929,雪天盐业,4,2026-04-13,7.03,2026-04-19 09:13:02,中势型
603995,甬金股份,4,2026-04-13,18.49,2026-04-19 09:13:02,中势型
603311,金海高科,4,2026-04-13,19.9,2026-04-19 09:13:02,中势型
002328,新朋股份,4,2026-04-13,13.0,2026-04-19 09:13:02,中势型
002051,中工国际,3,2026-04-14,11.52,2026-04-19 09:13:02,强势型
002840,华统股份,2,2026-04-15,13.56,2026-04-19 09:13:02,强势型
601179,中国西电,2,2026-04-15,17.19,2026-04-19 09:13:02,强势型
000026,飞亚达,2,2026-04-15,17.62,2026-04-19 09:13:02,强势型
001896,豫能控股,2,2026-04-15,17.08,2026-04-19 09:13:02,强势型
002297,博云新材,1,2026-04-16,17.69,2026-04-19 09:13:02,强势型
600284,浦东建设,1,2026-04-16,7.51,2026-04-19 09:13:02,强势型
605388,均瑶健康,1,2026-04-16,8.87,2026-04-19 09:13:02,强势型
002491,通鼎互联,1,2026-04-16,15.13,2026-04-19 09:13:02,强势型
605336,帅丰电器,1,2026-04-16,15.12,2026-04-19 09:13:02,强势型
002033,丽江股份,1,2026-04-16,10.43,2026-04-19 09:13:02,强势型
600507,方大特钢,1,2026-04-16,6.01,2026-04-19 09:13:02,强势型
