代码,名称,调整天数,单阳日,现价,筛选时间,类型
603776,永安行,4,2026-04-01,18.64,2026-04-10 09:46:15,中势型
002602,ST华通,4,2026-04-01,17.63,2026-04-10 09:46:15,中势型
002015,协鑫能科,4,2026-04-01,17.91,2026-04-10 09:46:15,中势型
603336,宏辉果蔬,4,2026-04-01,9.38,2026-04-10 09:46:15,中势型
600590,泰豪科技,4,2026-04-01,14.16,2026-04-10 09:46:15,中势型
601058,赛轮轮胎,4,2026-04-01,13.87,2026-04-10 09:46:15,中势型
603949,雪龙集团,4,2026-04-01,18.37,2026-04-10 09:46:15,中势型
603912,佳力图,4,2026-04-01,10.21,2026-04-10 09:46:15,中势型
600257,大湖股份,4,2026-04-01,7.23,2026-04-10 09:46:15,中势型
002615,哈尔斯,4,2026-04-01,8.27,2026-04-10 09:46:15,中势型
603010,万盛股份,4,2026-04-01,11.81,2026-04-10 09:46:15,中势型
000967,盈峰环境,4,2026-04-01,9.37,2026-04-10 09:46:15,中势型
600302,标准股份,2,2026-04-03,12.2,2026-04-10 09:46:15,强势型
603966,法兰泰克,2,2026-04-03,13.82,2026-04-10 09:46:15,强势型
603033,三维股份,2,2026-04-03,11.36,2026-04-10 09:46:15,强势型
600063,皖维高新,1,2026-04-07,7.16,2026-04-10 09:46:15,强势型
600623,华谊集团,1,2026-04-07,9.71,2026-04-10 09:46:15,强势型
002245,蔚蓝锂芯,1,2026-04-07,18.38,2026-04-10 09:46:15,强势型
000593,德龙汇能,1,2026-04-07,18.21,2026-04-10 09:46:15,强势型
600250,南京商旅,1,2026-04-07,13.5,2026-04-10 09:46:15,强势型
002051,中工国际,1,2026-04-07,11.53,2026-04-10 09:46:15,强势型
002491,通鼎互联,1,2026-04-07,15.2,2026-04-10 09:46:15,强势型
600195,中牧股份,1,2026-04-07,8.3,2026-04-10 09:46:15,强势型
000695,滨海能源,1,2026-04-07,13.01,2026-04-10 09:46:15,强势型
600110,诺德股份,1,2026-04-07,9.82,2026-04-10 09:46:15,强势型
002181,粤 传 媒,1,2026-04-07,12.99,2026-04-10 09:46:15,强势型
603113,金能科技,1,2026-04-07,7.15,2026-04-10 09:46:15,强势型
002274,华昌化工,1,2026-04-07,6.4,2026-04-10 09:46:15,强势型
