date,code,name,price
2026-02-27,600732,爱旭股份,14.46
2026-02-27,600288,大恒科技,15.88
2026-02-27,002225,濮耐股份,6.65
2026-02-27,603687,大胜达,11.23
2026-02-27,605050,福然德,13.53
2026-02-27,600226,亨通股份,5.91
2026-02-27,600754,锦江酒店,24.84
2026-02-27,603889,新澳股份,9.29
2026-02-27,002782,可立克,22.73
2026-02-27,603022,新通联,11.62
2026-02-27,002268,电科网安,19.94
2026-02-27,600988,赤峰黄金,31.79
2026-02-27,002723,小崧股份,9.36
2026-02-27,002908,德生科技,10.32
2026-02-27,603137,恒尚节能,14.72
2026-02-27,600733,北汽蓝谷,8.19
2026-02-27,002128,电投能源,27.42
2026-02-27,600993,马应龙,28.87
2026-02-27,603788,宁波高发,16.72
2026-02-27,603095,越剑智能,20.05
2026-02-27,600120,浙江东方,6.52
2026-02-27,000151,中成股份,13.76
2026-02-27,601198,东兴证券,14.2
2026-02-27,603680,今创集团,15.2
2026-02-27,002686,亿利达,7.05
2026-02-27,000409,云鼎科技,11.74
2026-02-27,603258,电魂网络,19.13
2026-02-27,603282,亚光股份,21.87
2026-02-27,603819,神力股份,12.87
2026-02-27,603816,顾家家居,30.98
2026-02-27,603196,日播时尚,25.41
2026-02-27,605555,德昌股份,18.37
2026-02-27,603339,四方科技,14.16
2026-02-27,002090,金智科技,12.58
2026-02-27,002229,鸿博股份,16.43
2026-02-27,601089,福元医药,24.58
2026-02-27,001259,利仁科技,30.12
2026-02-27,002972,科安达,12.72
2026-02-27,601360,三六零,12.59
2026-02-27,002026,山东威达,15.58
2026-02-27,002250,联化科技,17.68
2026-02-27,605179,一鸣食品,21.59
2026-02-27,002767,先锋电子,21.66
2026-02-27,600458,时代新材,14.68
2026-02-27,001330,博纳影业,10.34
2026-02-27,603187,海容冷链,16.3
2026-02-27,001278,一彬科技,20.13
2026-02-27,603729,龙韵股份,18.92
2026-02-27,000426,兴业银锡,34.97
2026-02-27,603365,水星家纺,20.26
2026-02-27,600744,华银电力,6.56
2026-02-27,600676,交运股份,8.15
2026-02-27,002845,同兴达,15.23
2026-02-27,002142,宁波银行,28.31
2026-02-27,600405,动力源,5.53
2026-02-27,603912,佳力图,9.12
2026-02-27,600613,神奇制药,6.51
2026-02-27,603008,喜临门,21.9
2026-02-27,601789,宁波建工,5.27
2026-02-27,603118,共进股份,12.11
2026-02-27,002196,方正电机,17.18
2026-02-27,001209,洪兴股份,20.88
2026-02-27,002203,海亮股份,14.51
2026-02-27,000819,岳阳兴长,16.66
2026-02-27,603085,天成自控,12.01
2026-02-27,002063,远光软件,6.64
2026-02-27,000045,深纺织Ａ,13.24
2026-02-27,600126,杭钢股份,8.91
2026-02-27,603538,美诺华,21.51
2026-02-27,000537,中绿电,8.75
2026-02-27,601019,山东出版,9.17
2026-02-27,601156,东航物流,18.7
2026-02-27,601968,宝钢包装,6.09
2026-02-27,603811,诚意药业,11.73
2026-02-27,605151,西上海,21.48
2026-02-27,600882,妙可蓝多,27.38
2026-02-27,000815,美利云,14.01
2026-02-27,000786,北新建材,24.85
2026-02-27,001337,四川黄金,28.6
2026-02-27,605069,正和生态,13.99
2026-02-27,600887,伊利股份,29.2
2026-02-27,603318,水发燃气,7.2
2026-02-27,001376,百通能源,20.58
2026-02-27,600372,中航机载,16.15
2026-02-27,000766,通化金马,28.34
2026-02-27,002527,新时达,16.38
2026-02-27,600186,莲花控股,6.21
2026-02-27,603619,中曼石油,22.23
2026-02-27,600210,紫江企业,7.71
2026-02-27,600797,浙大网新,10.51
2026-02-27,002559,亚威股份,10.59
2026-02-27,601166,兴业银行,21.04
2026-02-27,600728,佳都科技,6.75
2026-02-27,002858,力盛体育,16.71
2026-02-27,002557,洽洽食品,22.0
2026-02-27,002831,裕同科技,29.05
2026-02-27,002835,同为股份,17.33
2026-02-27,600449,宁夏建材,13.59
2026-02-27,600257,大湖股份,7.46
2026-02-27,002379,宏创控股,22.68
2026-02-27,001300,三柏硕,17.45
