date,code,name,price
2026-02-12,002196,方正电机,17.35
2026-02-12,603739,蔚蓝生物,15.63
2026-02-12,605377,华旺科技,8.93
2026-02-12,002777,久远银海,19.82
2026-02-12,601965,中国汽研,19.1
2026-02-12,002908,德生科技,10.41
2026-02-12,002666,德联集团,5.72
2026-02-12,600867,通化东宝,8.75
2026-02-12,002322,理工能科,13.55
2026-02-12,000020,深华发Ａ,15.08
2026-02-12,002587,奥拓电子,6.92
2026-02-12,001259,利仁科技,30.12
2026-02-12,002180,纳思达,21.85
2026-02-12,002708,光洋股份,13.86
2026-02-12,600757,长江传媒,9.17
2026-02-12,000739,普洛药业,18.75
2026-02-12,603006,联明股份,14.1
2026-02-12,002858,力盛体育,16.69
2026-02-12,600279,重庆港,5.41
2026-02-12,601019,山东出版,9.27
2026-02-12,000766,通化金马,28.34
2026-02-12,600097,开创国际,12.27
2026-02-12,000422,湖北宜化,15.85
2026-02-12,002392,北京利尔,8.47
2026-02-12,601311,骆驼股份,9.66
2026-02-12,600784,鲁银投资,7.11
2026-02-12,601999,出版传媒,7.58
2026-02-12,603282,亚光股份,21.5
2026-02-12,600061,国投资本,7.73
2026-02-12,601666,平煤股份,8.42
2026-02-12,001239,永达股份,16.59
2026-02-12,603309,维力医疗,14.86
2026-02-12,600099,林海股份,11.24
2026-02-12,002208,合肥城建,14.4
2026-02-12,600123,兰花科创,6.19
2026-02-12,600697,欧亚集团,14.08
2026-02-12,002728,特一药业,12.39
2026-02-12,002459,晶澳科技,12.16
2026-02-12,000757,浩物股份,5.21
2026-02-12,600510,黑牡丹,9.36
2026-02-12,002128,电投能源,27.42
2026-02-12,603017,中衡设计,12.37
2026-02-12,002878,元隆雅图,20.0
2026-02-12,603213,镇洋发展,13.92
2026-02-12,002700,万憬能源,7.36
2026-02-12,002268,电科网安,19.92
2026-02-12,002250,联化科技,17.9
2026-02-12,002381,双箭股份,7.0
2026-02-12,600988,赤峰黄金,31.79
2026-02-12,000899,赣能股份,10.65
2026-02-12,603310,巍华新材,17.31
2026-02-12,002413,雷科防务,13.77
2026-02-12,600746,江苏索普,7.75
2026-02-12,600215,派斯林,7.61
2026-02-12,600894,广日股份,9.62
2026-02-12,002343,慈文传媒,7.62
2026-02-12,002674,兴业科技,14.39
2026-02-12,603956,威派格,6.93
2026-02-12,002142,宁波银行,28.31
2026-02-12,600419,天润乳业,10.15
2026-02-12,000426,兴业银锡,34.97
2026-02-12,000153,丰原药业,6.58
2026-02-12,603166,福达股份,16.95
2026-02-12,002010,传化智联,6.63
2026-02-12,002209,达 意 隆,16.38
2026-02-12,000551,创元科技,14.99
2026-02-12,600611,大众交通,5.7
2026-02-12,002861,瀛通通讯,19.56
2026-02-12,000541,佛山照明,6.27
2026-02-12,000045,深纺织Ａ,13.0
2026-02-12,000524,岭南控股,12.93
2026-02-12,002007,华兰生物,15.42
2026-02-12,002998,优彩资源,8.52
2026-02-12,601003,柳钢股份,5.19
2026-02-12,600576,祥源文旅,6.68
2026-02-12,000589,贵州轮胎,5.08
2026-02-12,003003,天元股份,13.99
2026-02-12,600997,开滦股份,6.18
2026-02-12,601699,潞安环能,13.26
2026-02-12,002376,新北洋,7.97
2026-02-12,603676,卫信康,11.26
2026-02-12,603700,宁水集团,14.4
2026-02-12,002136,安 纳 达,12.89
2026-02-12,002691,冀凯股份,9.21
2026-02-12,600435,北方导航,16.81
2026-02-12,605158,华达新材,8.33
2026-02-12,600858,银座股份,6.78
2026-02-12,603137,恒尚节能,14.54
2026-02-12,002671,龙泉股份,5.72
2026-02-12,600420,国药现代,10.77
2026-02-12,603619,中曼石油,22.23
2026-02-12,600138,中青旅,10.1
2026-02-12,001324,长青科技,19.46
2026-02-12,603218,日月股份,13.76
2026-02-12,002337,赛象科技,6.74
2026-02-12,002401,中远海科,16.53
2026-02-12,605179,一鸣食品,21.59
2026-02-12,600582,天地科技,6.02
2026-02-12,603027,千禾味业,10.51
2026-02-12,002678,珠江钢琴,5.63
2026-02-12,600478,科力远,7.08
2026-02-12,600814,杭州解百,8.66
2026-02-12,600736,苏州高新,7.02
2026-02-12,603332,苏州龙杰,13.9
2026-02-12,002963,豪尔赛,15.29
2026-02-12,002274,华昌化工,6.28
2026-02-12,600787,中储股份,5.81
2026-02-12,002327,富安娜,6.98
2026-02-12,600663,陆家嘴,8.39
2026-02-12,000635,英 力 特,10.22
2026-02-12,000786,北新建材,24.85
2026-02-12,000983,山西焦煤,6.9
2026-02-12,603111,康尼机电,7.06
2026-02-12,600754,锦江酒店,24.84
2026-02-12,603055,台华新材,9.26
2026-02-12,000570,苏常柴Ａ,5.99
2026-02-12,002590,万安科技,14.69
2026-02-12,603766,隆鑫通用,15.8
2026-02-12,603385,惠达卫浴,7.28
2026-02-12,600100,同方股份,9.45
2026-02-12,601801,皖新传媒,6.99
2026-02-12,603439,贵州三力,11.98
2026-02-12,002513,蓝丰生化,7.3
2026-02-12,002278,神开股份,13.53
2026-02-12,002367,康力电梯,8.12
2026-02-12,600470,六国化工,6.63
2026-02-12,000089,深圳机场,7.23
2026-02-12,000931,中 关 村,5.16
2026-02-12,603387,基蛋生物,8.76
2026-02-12,000676,智度股份,9.46
2026-02-12,605166,聚合顺,11.03
2026-02-12,603096,新经典,19.13
2026-02-12,603317,天味食品,13.45
2026-02-12,600158,中体产业,9.69
2026-02-12,002563,森马服饰,5.63
2026-02-12,603871,嘉友国际,14.0
2026-02-12,002767,先锋电子,21.66
2026-02-12,603819,神力股份,12.65
2026-02-12,603029,天鹅股份,19.91
2026-02-12,002660,茂硕电源,9.69
2026-02-12,601111,中国国航,8.64
2026-02-12,002480,新筑股份,6.25
2026-02-12,001337,四川黄金,28.6
2026-02-12,603085,天成自控,11.83
2026-02-12,002831,裕同科技,29.05
2026-02-12,001219,青岛食品,14.79
2026-02-12,002297,博云新材,12.6
2026-02-12,603987,康德莱,9.4
2026-02-12,603886,元祖股份,13.8
2026-02-12,002763,汇洁股份,8.09
2026-02-12,603151,邦基科技,18.86
2026-02-12,601956,东贝集团,7.39
2026-02-12,002354,天娱数科,7.32
2026-02-12,001209,洪兴股份,20.88
2026-02-12,002999,天禾股份,7.45
2026-02-12,002856,美芝股份,15.35
2026-02-12,603836,海程邦达,14.77
2026-02-12,002182,宝武镁业,18.75
2026-02-12,002774,快意电梯,11.28
2026-02-12,603811,诚意药业,11.77
2026-02-12,601918,新集能源,7.11
2026-02-12,603365,水星家纺,20.26
2026-02-12,002815,崇达技术,15.16
2026-02-12,601339,百隆东方,6.9
2026-02-12,603326,我乐家居,10.02
2026-02-12,002410,广联达,14.33
2026-02-12,603976,正川股份,20.69
2026-02-12,600579,中化装备,9.09
2026-02-12,603708,家家悦,12.98
2026-02-12,603896,寿仙谷,20.73
2026-02-12,600775,南京熊猫,14.35
2026-02-12,605500,森林包装,9.21
2026-02-12,600728,佳都科技,6.94
2026-02-12,002566,益盛药业,8.33
2026-02-12,600048,保利发展,6.81
2026-02-12,603028,赛福天,9.89
2026-02-12,600278,东方创业,8.6
2026-02-12,000619,海螺新材,6.49
2026-02-12,603008,喜临门,21.9
2026-02-12,000862,银星能源,6.38
2026-02-12,001258,立新能源,7.67
2026-02-12,000553,安道麦A,6.01
2026-02-12,002507,涪陵榨菜,13.19
2026-02-12,603816,顾家家居,30.98
2026-02-12,600993,马应龙,28.87
2026-02-12,603015,弘讯科技,14.82
2026-02-12,600640,国脉文化,14.4
2026-02-12,002905,金逸影视,12.19
2026-02-12,000417,合百集团,8.36
2026-02-12,000731,四川美丰,6.9
2026-02-12,002399,海普瑞,12.27
2026-02-12,001286,陕西能源,9.8
2026-02-12,600210,紫江企业,7.66
2026-02-12,000722,湖南发展,12.86
2026-02-12,603558,健盛集团,11.95
2026-02-12,002835,同为股份,17.44
2026-02-12,002405,四维图新,10.78
2026-02-12,002442,龙星科技,6.52
2026-02-12,605567,春雪食品,11.64
2026-02-12,002692,远程股份,5.54
2026-02-12,600615,鑫源智造,12.63
2026-02-12,002282,博深股份,7.73
2026-02-12,603937,丽岛新材,13.0
2026-02-12,601089,福元医药,24.58
2026-02-12,002527,新时达,16.55
2026-02-12,601012,隆基绿能,18.49
