date,code,name,price
2026-02-26,600732,爱旭股份,14.16
2026-02-26,603768,常青股份,12.18
2026-02-26,002225,濮耐股份,6.65
2026-02-26,605050,福然德,13.48
2026-02-26,600226,亨通股份,5.93
2026-02-26,600754,锦江酒店,24.84
2026-02-26,002258,利尔化学,16.45
2026-02-26,002782,可立克,22.73
2026-02-26,603022,新通联,11.58
2026-02-26,002743,富煌钢构,5.9
2026-02-26,002268,电科网安,19.91
2026-02-26,600988,赤峰黄金,31.79
2026-02-26,002723,小崧股份,9.36
2026-02-26,603137,恒尚节能,14.72
2026-02-26,600733,北汽蓝谷,8.19
2026-02-26,002128,电投能源,27.42
2026-02-26,000532,华金资本,16.49
2026-02-26,600528,中铁工业,8.45
2026-02-26,600993,马应龙,28.87
2026-02-26,603006,联明股份,14.29
2026-02-26,603788,宁波高发,16.72
2026-02-26,600493,凤竹纺织,8.15
2026-02-26,002161,远 望 谷,8.9
2026-02-26,600120,浙江东方,6.47
2026-02-26,603390,通达电气,13.0
2026-02-26,601956,东贝集团,7.4
2026-02-26,000151,中成股份,13.76
2026-02-26,603680,今创集团,15.24
2026-02-26,002686,亿利达,7.05
2026-02-26,000409,云鼎科技,11.69
2026-02-26,603258,电魂网络,18.88
2026-02-26,603282,亚光股份,21.87
2026-02-26,002593,日上集团,6.08
2026-02-26,002454,松芝股份,9.31
2026-02-26,603816,顾家家居,30.98
2026-02-26,603196,日播时尚,25.41
2026-02-26,603151,邦基科技,19.11
2026-02-26,603132,金徽股份,17.59
2026-02-26,002229,鸿博股份,16.43
2026-02-26,603073,彩蝶实业,21.21
2026-02-26,601089,福元医药,24.58
2026-02-26,001259,利仁科技,30.12
2026-02-26,603970,中农立华,13.84
2026-02-26,002972,科安达,12.72
2026-02-26,601360,三六零,12.59
2026-02-26,000825,太钢不锈,5.14
2026-02-26,605179,一鸣食品,21.59
2026-02-26,002767,先锋电子,21.66
2026-02-26,002863,今飞凯达,6.1
2026-02-26,001330,博纳影业,10.34
2026-02-26,603187,海容冷链,16.3
2026-02-26,001278,一彬科技,20.13
2026-02-26,002777,久远银海,19.68
2026-02-26,603276,恒兴新材,18.69
2026-02-26,000426,兴业银锡,34.97
2026-02-26,002917,金奥博,14.41
2026-02-26,600463,空港股份,11.77
2026-02-26,002221,东华能源,8.4
2026-02-26,600955,维远股份,20.35
2026-02-26,603365,水星家纺,20.26
2026-02-26,600148,长春一东,21.12
2026-02-26,603017,中衡设计,12.57
2026-02-26,603617,君禾股份,7.88
2026-02-26,603107,上海汽配,15.4
2026-02-26,603901,永创智能,14.72
2026-02-26,000507,珠海港,5.55
2026-02-26,603015,弘讯科技,15.19
2026-02-26,002845,同兴达,15.23
2026-02-26,002142,宁波银行,28.31
2026-02-26,002492,恒基达鑫,9.03
2026-02-26,002392,北京利尔,8.41
2026-02-26,002590,万安科技,14.87
2026-02-26,600405,动力源,5.53
2026-02-26,603602,纵横通信,14.98
2026-02-26,600435,北方导航,17.24
2026-02-26,002040,南 京 港,10.66
2026-02-26,603912,佳力图,9.12
2026-02-26,600558,大西洋,6.39
2026-02-26,600613,神奇制药,6.51
2026-02-26,603008,喜临门,21.9
2026-02-26,603739,蔚蓝生物,15.85
2026-02-26,601789,宁波建工,5.29
2026-02-26,603089,正裕工业,13.95
2026-02-26,002196,方正电机,17.3
2026-02-26,000066,中国长城,16.33
2026-02-26,001209,洪兴股份,20.88
2026-02-26,002203,海亮股份,14.51
2026-02-26,000819,岳阳兴长,16.66
2026-02-26,002063,远光软件,6.64
2026-02-26,002246,北化股份,21.15
2026-02-26,600126,杭钢股份,9.04
2026-02-26,601008,连云港,5.37
2026-02-26,603538,美诺华,21.51
2026-02-26,000537,中绿电,8.75
2026-02-26,601022,宁波远洋,9.76
2026-02-26,002722,物产金轮,16.3
2026-02-26,601968,宝钢包装,6.06
2026-02-26,603811,诚意药业,11.73
2026-02-26,600615,鑫源智造,12.65
2026-02-26,605151,西上海,21.36
2026-02-26,600882,妙可蓝多,27.38
2026-02-26,000815,美利云,14.01
2026-02-26,000786,北新建材,24.85
2026-02-26,001337,四川黄金,28.6
2026-02-26,600887,伊利股份,29.2
2026-02-26,000830,鲁西化工,18.16
2026-02-26,000766,通化金马,28.34
2026-02-26,002873,新天药业,10.56
2026-02-26,603619,中曼石油,22.23
2026-02-26,600210,紫江企业,7.71
2026-02-26,600178,东安动力,12.59
2026-02-26,601166,兴业银行,21.04
2026-02-26,002858,力盛体育,16.71
2026-02-26,002557,洽洽食品,22.0
2026-02-26,002831,裕同科技,29.05
2026-02-26,002835,同为股份,17.47
2026-02-26,002824,和胜股份,23.23
2026-02-26,600449,宁夏建材,13.48
2026-02-26,000937,冀中能源,5.65
2026-02-26,600257,大湖股份,7.46
2026-02-26,002649,博彦科技,13.73
2026-02-26,002379,宏创控股,22.68
2026-02-26,000553,安道麦A,6.17
