date,code,name,price
2026-03-10,001299,美能能源,13.67
2026-03-10,002545,东方铁塔,27.47
2026-03-10,603095,越剑智能,20.41
2026-03-10,601677,明泰铝业,16.69
2026-03-10,603042,华脉科技,18.94
2026-03-10,603209,兴通股份,16.2
2026-03-10,603967,中创物流,12.84
2026-03-10,603187,海容冷链,16.3
2026-03-10,002532,天山铝业,18.31
2026-03-10,605222,起帆电缆,21.57
2026-03-10,603810,丰山集团,17.05
2026-03-10,600333,长春燃气,5.86
2026-03-10,600084,中信尼雅,7.0
2026-03-10,000507,珠海港,5.56
2026-03-10,600435,北方导航,17.37
2026-03-10,002040,南 京 港,10.92
2026-03-10,600428,中远海特,7.9
2026-03-10,000159,国际实业,7.16
2026-03-10,000729,燕京啤酒,12.86
2026-03-10,601022,宁波远洋,9.66
2026-03-10,002639,雪人集团,21.34
2026-03-10,001376,百通能源,20.81
2026-03-10,002245,蔚蓝锂芯,17.37
2026-03-10,603110,东方材料,17.31
2026-03-10,600595,中孚实业,8.61
