date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-01-23,000155,川能动力,14.12,8.95,1759.41,6.83,2.94,0.84,82.12,88.83,8.18,124.97,9.34
2026-01-23,600916,中国黄金,9.22,10.02,1319.68,8.7,2.97,0.683,78.8,95.3,8.22,146.4,9.31
2026-01-23,000990,诚志股份,9.21,10.04,950.27,8.66,4.51,0.753,91.25,101.43,8.35,142.65,10.04
2026-01-23,603883,老百姓,16.44,5.93,842.6,6.84,3.34,0.384,71.76,63.77,4.31,108.43,4.32
2026-01-23,002590,万安科技,16.2,5.33,471.74,5.98,2.77,0.475,65.68,86.64,4.53,104.05,5.46
2026-01-22,002283,天润工业,7.19,9.94,453.38,6.31,3.22,0.885,86.82,107.35,9.37,146.19,9.79
2026-01-23,603628,清源股份,14.73,5.74,340.96,8.63,2.67,0.251,72.49,106.94,5.05,120.7,5.81
2026-01-23,603578,三星新材,13.62,4.61,112.93,4.63,3.12,0.587,79.69,95.41,5.13,119.24,5.84
