date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-01-23,601012,隆基绿能,19.35,18.48,10.01,9394.05,6.58,7.67,-0.109
2026-01-23,600829,人民同泰,12.04,11.82,6.08,649.17,9.17,5.69,-0.095
2026-01-23,603878,武进不锈,8.98,8.57,10.05,456.18,9.37,9.06,-0.39
2026-01-23,600207,安彩高科,5.2,5.06,5.69,284.19,5.08,5.56,-0.062
