股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
002221,8.88,8.91,25.1%,54.4%,80,建议观察，待放量确认,东华能源
603002,9.69,9.86,23.5%,54.0%,80,建议观察，待放量确认,宏昌电子
