股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
600732,14.18,14.1,30.4%,55.9%,80,建议观察，待放量确认,爱旭股份
002617,9.1,9.05,29.3%,55.7%,80,建议观察，待放量确认,露笑科技
002215,11.66,11.35,26.9%,52.7%,80,建议观察，待放量确认,诺 普 信
002205,14.51,14.37,44.6%,50.6%,80,建议观察，待放量确认,国统股份
