股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
600463,11.22,11.03,22.3%,54.1%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,空港股份
002215,11.39,11.35,27.0%,52.7%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,诺 普 信
601339,7.02,6.94,20.1%,74.0%,80,建议观察，待放量确认,百隆东方
600435,17.85,17.82,36.8%,53.2%,80,建议观察，待放量确认,北方导航
