date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-04-22,002588,史丹利,11.68,9.98,480.21,4.81,2.76,0.726,68.62,93.38,8.49,137.98,3.67
2026-04-22,605077,华康股份,16.5,7.42,252.35,5.2,3.62,0.691,66.23,100.34,8.04,139.44,9.83
2026-04-22,603903,中持股份,12.9,9.97,158.98,4.99,3.92,0.651,68.9,77.96,7.41,127.96,11.08
