date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-04-03,603033,三维股份,10.78,10.27,10.0,228.48,2.18,7.52,-0.181
2026-04-03,600302,标准股份,12.27,11.7,10.04,214.1,5.4,9.05,-0.181
2026-04-03,600106,重庆路桥,5.87,5.6,9.93,210.13,2.77,6.42,-0.161
