date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-03-31,000913,钱江摩托,16.67,15.84,10.03,549.07,6.51,11.45,-0.135
2026-03-31,000678,襄阳轴承,12.64,12.08,10.01,306.94,5.46,7.14,-0.437
2026-03-31,000030,富奥股份,5.56,5.32,10.1,276.27,3.06,8.81,-0.082
2026-03-31,000863,三湘印象,5.71,5.46,10.02,212.51,3.26,7.29,-0.143
