date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-04-16,002842,翔鹭钨业,33.85,32.87,6.85,2358.64,26.28,2.8,-0.185
2026-04-16,002511,中顺洁柔,8.82,8.59,6.27,346.09,3.16,5.08,-0.023
