date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-04-10,002177,御银股份,8.16,7.82,9.97,1198.98,22.38,7.62,-0.237
2026-04-10,600212,绿能慧充,7.51,7.35,5.18,214.71,5.4,5.09,-0.122
