date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-04-10,001299,美能能源,15.32,9.98,209.26,6.47,2.71,0.491,68.65,101.13,10.45,133.62,10.7
