date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-04-24,605268,王力安防,13.72,5.05,383.3,6.54,2.87,0.714,86.64,92.67,6.13,129.93,8.19
2026-04-24,002406,远东传动,8.43,10.05,368.75,7.48,3.2,0.982,86.29,94.49,7.69,124.03,11.62
2026-04-24,000906,浙商中拓,6.36,10.03,368.36,8.31,11.79,0.603,84.4,103.19,8.53,150.11,4.33
2026-04-24,605122,四方新材,13.91,2.2,114.43,4.83,2.99,0.448,80.22,98.94,4.41,113.62,4.34
