date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-04-14,603032,德新科技,19.86,6.37,425.02,9.45,4.79,0.243,68.07,111.65,7.46,117.4,6.0
2026-04-14,002521,齐峰新材,9.04,9.05,209.49,5.71,4.54,0.578,77.04,93.45,7.11,124.96,10.01
