date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-04-20,002242,九阳股份,11.25,9.97,364.36,4.44,4.28,0.821,79.79,100.56,10.21,140.54,11.63
2026-04-20,603336,宏辉果蔬,10.0,5.82,246.53,4.08,3.28,0.728,69.69,88.94,5.15,106.51,7.3
2026-04-20,603332,苏州龙杰,14.52,10.0,242.11,7.9,6.06,0.5,68.77,112.35,8.83,130.26,7.12
2026-04-20,000404,长虹华意,7.79,10.03,227.07,4.24,3.95,0.886,68.25,92.92,7.86,129.45,2.54
2026-04-20,001366,播恩集团,15.63,9.99,149.34,6.13,3.44,0.825,63.65,106.53,8.18,120.96,10.84
