date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-04-08,603002,宏昌电子,11.01,3.19,1113.56,9.0,3.26,0.113,52.28,106.15,7.46,86.24,3.47
2026-04-08,002348,高乐股份,8.86,10.06,379.08,4.78,3.14,0.025,58.6,114.13,13.01,88.38,4.47
