date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-04-28,002715,登云股份,17.13,10.02,211.48,9.14,3.86,0.489,73.29,84.03,8.64,118.58,8.99
2026-04-28,603779,威龙股份,7.04,10.0,209.39,9.22,5.78,0.53,72.73,98.59,9.66,136.16,11.41
