date,code,name,price
2026-06-22,000948,南天信息,12.57
2026-06-22,002208,合肥城建,18.77
2026-06-22,000633,合金投资,5.17
2026-06-22,002044,美年健康,5.6
2026-06-22,603177,德创环保,10.88
2026-06-22,603017,中衡设计,10.87
2026-06-22,600212,绿能慧充,5.76
2026-06-22,002357,富临运业,10.1
2026-06-22,002020,京新药业,12.06
2026-06-22,603321,梅轮电梯,6.16
2026-06-22,603960,克来机电,21.5
2026-06-22,002284,亚太股份,10.54
2026-06-22,603339,四方科技,13.52
2026-06-22,605167,利柏特,14.22
2026-06-22,603958,哈森股份,20.42
2026-06-22,600468,百利电气,5.74
2026-06-22,000026,飞亚达,21.31
2026-06-22,603208,江山欧派,11.1
2026-06-22,002139,拓邦股份,9.88
2026-06-22,600151,航天机电,12.51
2026-06-22,605189,富春染织,13.45
2026-06-22,600106,重庆路桥,5.14
2026-06-22,603878,武进不锈,6.07
2026-06-22,002202,金风科技,22.49
2026-06-22,002123,梦网科技,7.75
