股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
600148,19.13,18.71,30.8%,50.8%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,长春一东
603922,19.91,19.57,3.0%,100.0%,80,建议观察，待放量确认,金鸿顺
000822,5.95,6.04,34.4%,100.0%,80,建议观察，待放量确认,山东海化
601600,11.65,11.76,43.4%,50.8%,80,建议观察，待放量确认,中国铝业
603055,9.07,8.98,42.2%,100.0%,80,建议观察，待放量确认,台华新材
600538,6.72,6.7,44.4%,61.0%,80,建议观察，待放量确认,国发股份
