股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
000906,6.28,6.23,15.7%,100.0%,80,建议观察，待放量确认,浙商中拓
002723,9.03,9.06,44.8%,100.0%,80,建议观察，待放量确认,小崧股份
