股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
002480,6.23,6.26,33.1%,100.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,新筑股份
002723,9.15,9.06,42.9%,100.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,小崧股份
600148,18.78,18.71,35.0%,50.5%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,长春一东
601179,16.25,16.42,25.1%,100.0%,80,建议观察，待放量确认,中国西电
603600,11.66,11.7,14.0%,100.0%,80,建议观察，待放量确认,永艺股份
000906,6.32,6.23,19.1%,100.0%,80,建议观察，待放量确认,浙商中拓
600956,8.45,8.58,27.0%,62.5%,80,建议观察，待放量确认,新天绿能
605388,6.63,6.6,20.2%,57.1%,80,建议观察，待放量确认,均瑶健康
002799,8.36,8.12,33.1%,51.9%,80,建议观察，待放量确认,环球印务
