股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
002480,6.27,6.26,34.7%,100.0%,80,建议观察，待放量确认,新筑股份
600469,6.47,6.58,34.5%,64.2%,80,建议观察，待放量确认,风神股份
600148,19.01,18.71,21.0%,50.8%,80,建议观察，待放量确认,长春一东
