date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-07-07,000973,佛塑科技,14.58,14.36,10.04,1442.84,10.3,4.02,-0.371
2026-07-07,603861,白云电器,15.2,14.6,9.99,667.6,8.51,13.86,-0.743
