date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-07-15,002250,联化科技,16.26,7.75,810.23,5.65,2.97,0.795,65.32,73.14,10.6,105.9,10.34
2026-07-15,600829,人民同泰,9.89,10.01,237.04,4.24,3.48,0.857,74.73,108.49,14.52,137.84,8.23
2026-07-15,603387,基蛋生物,9.23,10.01,231.35,5.01,3.07,0.626,73.6,102.17,9.15,129.43,6.67
