date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-06-26,600879,航天电子,20.02,19.37,5.65,4932.03,7.66,2.89,-0.732
2026-06-26,002783,凯龙股份,7.55,7.33,5.89,203.84,5.9,2.64,-0.311
