date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-07-01,002459,晶澳科技,8.72,8.4,7.65,1079.92,3.84,7.26,-0.456
2026-07-01,600095,湘财股份,8.03,7.77,6.64,468.13,2.06,3.53,-0.207
2026-07-01,002795,永和智控,7.24,6.94,8.22,261.62,8.5,4.75,-0.372
2026-07-01,001313,粤海饲料,7.8,7.41,10.01,192.52,3.65,8.33,-0.244
2026-07-01,002161,远 望 谷,5.92,5.7,10.04,155.02,3.6,6.4,-0.227
2026-07-01,600422,昆药集团,8.24,8.06,5.51,91.17,1.49,3.62,-0.296
2026-07-01,001217,华尔泰,9.15,8.78,8.54,69.34,2.4,5.0,-0.488
