date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-07-03,600143,金发科技,17.01,16.52,10.03,2008.42,4.6,8.82,-0.225
2026-07-03,600203,福日电子,12.82,12.41,5.86,721.24,9.6,5.0,-0.026
2026-07-03,002276,万马股份,10.72,10.48,6.14,457.5,4.26,4.97,-0.555
2026-07-03,603809,豪能股份,9.82,9.5,7.79,397.53,4.41,8.63,-0.415
2026-07-03,600222,太龙药业,7.91,7.63,8.36,343.42,7.76,6.2,-0.102
2026-07-03,000678,襄阳轴承,9.59,9.34,6.79,322.22,7.36,8.09,-0.751
2026-07-03,603518,锦泓集团,8.19,7.86,8.62,137.53,5.0,9.17,-0.336
2026-07-03,002599,盛通股份,5.58,5.44,6.29,128.28,5.84,6.57,-0.319
2026-07-03,000016,深康佳Ａ,2.67,2.64,5.12,121.5,2.89,10.15,-0.194
