股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
603687,14.73,14.71,27.0%,65.4%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,大胜达
601808,12.12,11.81,29.8%,100.0%,80,建议观察，待放量确认,中海油服
600711,11.81,11.97,36.0%,52.1%,80,建议观察，待放量确认,盛屯矿业
000913,11.55,11.35,26.4%,56.3%,80,建议观察，待放量确认,钱江摩托
