date,code,name,price,amount_M,rsi_14,bias_ma5,diff,pct_chg,pearl_score,stop_loss
2026-05-15,002889,东方嘉盛,13.62,148.36,51.98,2.75,-0.06102743279331513,5.09,65,13.46
2026-05-15,603739,蔚蓝生物,15.55,168.59,57.22,4.24,-0.02100562986604082,7.17,55,14.99
2026-05-15,603378,亚士创能,5.37,251.19,46.92,10.0,-0.21070015282561094,5.09,35,5.37
