date,code,name,price,amount_M,rsi_14,bias_ma5,diff,pct_chg,pearl_score,stop_loss
2026-04-24,000680,山推股份,11.6,513.17,58.65,2.26,-0.13403056652193435,5.65,80,11.27
2026-04-24,603599,广信股份,15.17,562.84,58.87,8.67,-0.07561239946952547,10.01,60,14.43
