date,code,name,price,amount_M,rsi_14,bias_ma5,diff,pct_chg,pearl_score,stop_loss
2026-07-07,000973,佛塑科技,14.58,1442.84,39.39,4.02,-0.37093444625980787,10.04,70,14.36
2026-07-07,603861,白云电器,15.2,667.6,43.37,13.86,-0.7427273951156348,9.99,45,14.6
